instance,period,customers,station_policy,active_stations,algorithm,runtime_seconds,objective,distance,tardiness,routes,recharges,infeasible_legs
c101C10,1,3,depot,1,edd,5.699999746866524e-06,2000417.372635388,217.3726353879336,0.0,2.0,0.0,2.0
c101C10,1,3,depot,1,sweep,4.200000148557592e-06,1000388.7112682475,188.71126824742169,0.0,2.0,0.0,1.0
c101C10,1,3,depot,1,nearest,1.1300000551273115e-05,1002758.4170232767,188.71126824742169,236.97057550292607,2.0,0.0,1.0
c101C10,1,3,depot,1,grasp,0.00019330000031914096,1000388.7112682475,188.71126824742169,0.0,2.0,0.0,1.0
c101C10,1,3,depot,1,mp_eavns,0.003033099999811384,1000388.7112682475,188.71126824742169,0.0,2.0,0.0,1.0
c101C10,1,3,phased,2,edd,2.8000004022032954e-06,1000429.9777182958,229.97771829576425,0.0,2.0,1.0,1.0
c101C10,1,3,phased,2,sweep,2.1999994714860804e-06,1000388.7112682475,188.71126824742169,0.0,2.0,0.0,1.0
c101C10,1,3,phased,2,nearest,5.9000003602704965e-06,2771.022106184513,201.3163511552523,236.97057550292607,2.0,1.0,0.0
c101C10,1,3,phased,2,grasp,0.0002179000002797693,2771.022106184513,201.3163511552523,236.97057550292607,2.0,1.0,0.0
c101C10,1,3,phased,2,mp_eavns,0.007862999999815656,541.9865308188187,241.98653081881872,0.0,3.0,1.0,0.0
c101C10,1,3,all,5,edd,3.5999992178403772e-06,1000424.3859429038,224.3859429038274,0.0,2.0,1.0,1.0
c101C10,1,3,all,5,sweep,2.499999936844688e-06,416.6452377626755,216.6452377626755,0.0,2.0,1.0,0.0
c101C10,1,3,all,5,nearest,6.8999997893115506e-06,2765.430330792576,195.72457576331547,236.97057550292607,2.0,1.0,0.0
c101C10,1,3,all,5,grasp,0.0003206000001227949,416.6452377626755,216.6452377626755,0.0,2.0,1.0,0.0
c101C10,1,3,all,5,mp_eavns,0.005343700000594254,416.6452377626755,216.6452377626755,0.0,2.0,1.0,0.0
c101C10,2,5,depot,1,edd,3.600000127335079e-06,2000591.7837537024,291.78375370234176,0.0,3.0,0.0,2.0
c101C10,2,5,depot,1,sweep,3.099999958067201e-06,1000947.1536289362,263.1223865618298,38.40312423743285,3.0,0.0,1.0
c101C10,2,5,depot,1,nearest,1.140000040322775e-05,1010401.2659417755,296.86503884211805,980.4400902933387,3.0,0.0,1.0
c101C10,2,5,depot,1,grasp,0.0003281999997852836,1000563.1223865618,263.12238656182984,0.0,3.0,0.0,1.0
c101C10,2,5,depot,1,mp_eavns,0.009056199999577075,1000563.1223865618,263.12238656182984,0.0,3.0,0.0,1.0
c101C10,2,5,phased,3,edd,3.200000719516538e-06,1000604.3888366101,304.3888366101724,0.0,3.0,1.0,1.0
c101C10,2,5,phased,3,sweep,2.8000004022032954e-06,1000947.1536289362,263.1223865618298,38.40312423743285,3.0,0.0,1.0
c101C10,2,5,phased,3,nearest,9.999999747378752e-06,1010401.2659417755,296.86503884211805,980.4400902933387,3.0,0.0,1.0
c101C10,2,5,phased,3,grasp,0.000361499999598891,607.3764852748468,307.37648527484674,0.0,3.0,1.0,0.0
c101C10,2,5,phased,3,mp_eavns,0.009712500000205182,602.6366742487803,302.63667424878025,0.0,3.0,1.0,0.0
c101C10,2,5,all,5,edd,4.100000296602957e-06,1000598.7970612182,298.79706121823557,0.0,3.0,1.0,1.0
c101C10,2,5,all,5,sweep,3.5000002753804438e-06,975.0875984514121,291.0563560770836,38.40312423743285,3.0,1.0,0.0
c101C10,2,5,all,5,nearest,1.1500000255182385e-05,1010401.2659417755,296.86503884211805,980.4400902933387,3.0,0.0,1.0
c101C10,2,5,all,5,grasp,0.00038439999934780644,591.0563560770836,291.0563560770836,0.0,3.0,1.0,0.0
c101C10,2,5,all,5,mp_eavns,0.01701409999986936,591.0563560770836,291.05635607708365,0.0,3.0,1.0,0.0
c101C10,3,8,depot,1,edd,5.9000003602704965e-06,3000815.953849772,415.9538497719389,0.0,4.0,0.0,3.0
c101C10,3,8,depot,1,sweep,5.800000508315861e-06,1002273.8012599283,345.76067196364266,152.8040587964656,4.0,0.0,1.0
c101C10,3,8,depot,1,nearest,2.9300000278453808e-05,1008085.213617453,352.07698545021185,733.3136632002804,4.0,0.0,1.0
c101C10,3,8,depot,1,grasp,0.0016722000000299886,1000815.0797083041,415.0797083041676,0.0,4.0,1.0,1.0
c101C10,3,8,depot,1,mp_eavns,0.02557009999964066,1000747.5263744975,347.5263744974465,0.0,4.0,0.0,1.0
c101C10,3,8,phased,4,edd,5.300000339047983e-06,1000822.118776735,422.11877673502005,0.0,4.0,1.0,1.0
c101C10,3,8,phased,4,sweep,4.999999873689376e-06,1002273.8012599283,345.76067196364266,152.8040587964656,4.0,0.0,1.0
c101C10,3,8,phased,4,nearest,1.7500000467407517e-05,8097.818700360847,364.68206835804244,733.3136632002804,4.0,1.0,0.0
c101C10,3,8,phased,4,grasp,0.0011017000006177113,799.4799978050814,399.4799978050815,0.0,4.0,2.0,0.0
c101C10,3,8,phased,4,mp_eavns,0.039119200000641285,776.7326982613213,376.7326982613212,0.0,4.0,1.0,0.0
c101C10,3,8,all,5,edd,5.4000001910026185e-06,1000815.9551073303,415.9551073303587,0.0,4.0,1.0,1.0
c101C10,3,8,all,5,sweep,5.200000487093348e-06,2301.7352294435523,373.6946414788965,152.8040587964656,4.0,1.0,0.0
c101C10,3,8,all,5,nearest,1.7899999875226058e-05,8092.226924968911,359.0902929661056,733.3136632002804,4.0,1.0,0.0
c101C10,3,8,all,5,grasp,0.001016400000480644,793.8882224131446,393.88822241314466,0.0,4.0,2.0,0.0
c101C10,3,8,all,5,mp_eavns,0.033479699999588775,760.9396605044727,360.9396605044727,0.0,4.0,1.0,0.0
c101C10,4,10,depot,1,edd,6.199999916134402e-06,4001005.757719325,505.75771932480524,0.0,5.0,0.0,4.0
c101C10,4,10,depot,1,sweep,4.200000148557592e-06,1010034.9633638293,416.70548720020776,911.8257876629082,5.0,0.0,1.0
c101C10,4,10,depot,1,nearest,2.5800000003073364e-05,1019287.6620345882,427.51328257925707,1836.0148752008904,5.0,0.0,1.0
c101C10,4,10,depot,1,grasp,0.0009482999994361307,1007778.2668165098,515.5431478262069,686.272366868356,4.0,2.0,1.0
c101C10,4,10,depot,1,mp_eavns,0.049486600000818726,1000918.4711897341,418.4711897340116,0.0,5.0,0.0,1.0
c101C10,4,10,phased,5,edd,6.8999997893115506e-06,2001005.7589768833,505.75897688322505,0.0,5.0,1.0,2.0
c101C10,4,10,phased,5,sweep,6.50000038149301e-06,10062.897333344545,444.63945671546156,911.8257876629082,5.0,1.0,0.0
c101C10,4,10,phased,5,nearest,2.609999955893727e-05,19294.675342104056,434.5265900951508,1836.0148752008904,5.0,1.0,0.0
c101C10,4,10,phased,5,grasp,0.001150699999925564,3875.0187288081806,540.1999358168463,283.4818792991334,5.0,3.0,0.0
c101C10,4,10,phased,5,mp_eavns,0.07348070000080043,940.1825156463773,440.1825156463773,0.0,5.0,1.0,0.0
c101C10,4,10,all,5,edd,6.499999471998308e-06,2001005.7589768833,505.75897688322505,0.0,5.0,1.0,2.0
c101C10,4,10,all,5,sweep,6.100000064179767e-06,10062.897333344545,444.63945671546156,911.8257876629082,5.0,1.0,0.0
c101C10,4,10,all,5,nearest,2.429999949526973e-05,19294.675342104056,434.5265900951508,1836.0148752008904,5.0,1.0,0.0
c101C10,4,10,all,5,grasp,0.0013126000003467198,1988.8989113521152,529.7806075136065,95.91183038385088,5.0,3.0,0.0
c101C10,4,10,all,5,mp_eavns,0.03799780000008468,846.5016231721147,446.50162317211476,0.0,4.0,2.0,0.0
c101C5,1,2,depot,1,edd,3.099999958067201e-06,187.3283094778149,87.32830947781493,0.0,1.0,0.0,0.0
c101C5,1,2,depot,1,sweep,2.0000006770715117e-06,187.3283094778149,87.32830947781493,0.0,1.0,0.0,0.0
c101C5,1,2,depot,1,nearest,7.599999662488699e-06,187.3283094778149,87.32830947781493,0.0,1.0,0.0,0.0
