algorithm,station_policy,runs,objective_mean,distance_mean,tardiness_mean,routes_mean,recharges_mean,infeasible_legs_mean,runtime_seconds_mean
edd,all,368,10412613.365766091,1795.284029384723,156.78099975762365,16.41576086956522,14.144021739130435,10.407608695652174,1.8961413082291507e-05
edd,depot,368,25199490.259482436,1767.1050094017262,42.94044730342608,16.41576086956522,2.323369565217391,25.195652173913043,1.7020380403704145e-05
edd,phased,368,10472395.864154194,1795.900035662792,156.70836837490268,16.41576086956522,14.095108695652174,10.467391304347826,1.9453804389226917e-05
grasp,all,368,1943237.917925669,1412.942528499494,1102.6605831952334,14.505434782608695,15.222826086956522,1.9293478260869565,0.36341806847813923
grasp,depot,368,14157180.878648413,1334.3322522584995,1037.7796396154502,14.470108695652174,1.7173913043478262,14.144021739130435,0.09802290271755223
grasp,phased,368,1973620.585243954,1400.5465671775382,1153.1723459385169,14.491847826086957,15.016304347826088,1.9592391304347827,0.3434535793479011
mp_eavns,all,368,198305.7201601366,1148.1642078726302,6.815377835093473,14.372282608695652,12.459239130434783,0.1956521739130435,4.875543661413126
mp_eavns,depot,368,9494597.30495697,1073.9171704590278,22.936604738183593,14.46195652173913,0.5407608695652174,9.491847826086957,1.9402601247284803
mp_eavns,phased,368,225493.37204446044,1143.7496065733694,8.875287266968359,14.347826086956522,12.263586956521738,0.22282608695652173,4.430718470380557
nearest,all,368,3612322.016430075,1289.9963808829575,1447.8487440496353,14.44836956521739,11.165760869565217,3.595108695652174,0.00023926739138756682
nearest,depot,368,14824753.43453209,1259.6567316924277,1226.6332148222687,14.44836956521739,0.41304347826086957,14.809782608695652,0.00023834266302520004
nearest,phased,368,3674821.2318039676,1290.1513663432033,1447.7547828928805,14.44836956521739,11.103260869565217,3.657608695652174,0.0002388733695842466
sweep,all,368,6051453.112781919,1340.9148073615258,1039.4263191948162,16.744565217391305,10.375,6.038043478260869,1.3515489261250048e-05
sweep,depot,368,18410632.350749183,1296.4725101209874,820.4899978191165,16.744565217391305,0.14945652173913043,18.39945652173913,1.04173913432928e-05
sweep,phased,368,6067758.713549444,1341.7164287445464,1039.4714512004443,16.744565217391305,10.369565217391305,6.054347826086956,1.2897010877998621e-05
