instance,period,customers,station_policy,active_stations,algorithm,objective,distance,tardiness,routes,recharges,infeasible_legs
c103C15,2,8,all,5,sweep,925.4403601098969,232.4697747021134,39.29705854077835,3.0,2.0,0.0
c103C15,2,8,all,5,nearest,1248.688110508128,307.35603683791203,64.13320736702158,3.0,4.0,0.0
c103C15,2,8,all,5,grasp,578.1259794492189,278.1259794492189,0.0,3.0,2.0,0.0
c103C15,3,12,phased,4,edd,2000997.1150506665,497.1150506665846,0.0,5.0,4.0,2.0
c103C15,3,12,phased,4,sweep,1275.7323310152397,382.761745607456,39.29705854077835,5.0,3.0,0.0
c103C15,3,12,phased,4,nearest,2001475.6082395085,494.05329529454355,48.15549442140352,5.0,4.0,2.0
c103C15,3,12,phased,4,grasp,998.8215325813105,498.8215325813105,0.0,5.0,5.0,0.0
c103C15,3,12,all,5,edd,2000997.1150506665,497.1150506665846,0.0,5.0,4.0,2.0
c103C15,3,12,all,5,sweep,1275.7323310152397,382.761745607456,39.29705854077835,5.0,3.0,0.0
c103C15,3,12,all,5,nearest,2001475.6082395085,494.05329529454355,48.15549442140352,5.0,4.0,2.0
c103C15,3,12,all,5,grasp,985.0076205882392,485.0076205882392,0.0,5.0,5.0,0.0
c103C15,4,15,phased,5,edd,2001422.13600131,722.1360013100964,0.0,7.0,7.0,2.0
c103C15,4,15,phased,5,sweep,1006900.9255301285,481.93169205032285,581.8993838078211,6.0,4.0,1.0
c103C15,4,15,phased,5,nearest,1007232.237884238,564.8825578974057,606.7355326340643,6.0,6.0,1.0
c103C15,4,15,phased,5,grasp,1398.5784311324687,686.511735682932,11.206669544953684,6.0,9.0,0.0
c103C15,4,15,all,5,edd,2001422.13600131,722.1360013100964,0.0,7.0,7.0,2.0
c103C15,4,15,all,5,sweep,1006900.9255301285,481.93169205032285,581.8993838078211,6.0,4.0,1.0
c103C15,4,15,all,5,nearest,1007232.237884238,564.8825578974057,606.7355326340643,6.0,6.0,1.0
c103C15,4,15,all,5,grasp,1185.6794786470412,585.6794786470412,0.0,6.0,6.0,0.0
r102C10,1,3,phased,2,edd,456.7861737602395,97.28604508086062,25.950012867937886,1.0,1.0,0.0
r102C10,1,3,phased,2,sweep,1000170.3094367643,70.3094367643223,0.0,1.0,0.0,1.0
r102C10,1,3,phased,2,nearest,1000175.3695674922,75.36956749217043,0.0,1.0,0.0,1.0
r102C10,1,3,phased,2,grasp,217.50270273552493,117.50270273552493,0.0,1.0,1.0,0.0
r102C10,1,3,all,4,edd,456.7861737602395,97.28604508086062,25.950012867937886,1.0,1.0,0.0
r102C10,1,3,all,4,sweep,1000170.3094367643,70.3094367643223,0.0,1.0,0.0,1.0
r102C10,1,3,all,4,nearest,1000175.3695674922,75.36956749217043,0.0,1.0,0.0,1.0
r102C10,1,3,all,4,grasp,217.50270273552493,117.50270273552493,0.0,1.0,1.0,0.0
r102C10,2,5,phased,3,edd,1000504.4419400011,215.3359281327014,8.910601186841177,2.0,2.0,1.0
r102C10,2,5,phased,3,sweep,1000531.2471404783,231.24714047836397,0.0,3.0,2.0,1.0
r102C10,2,5,phased,3,nearest,2000400.608969128,200.60896912799546,0.0,2.0,1.0,2.0
r102C10,2,5,phased,3,grasp,396.4870835361726,196.48708353617255,0.0,2.0,2.0,0.0
r102C10,2,5,all,4,edd,1000504.4419400011,215.3359281327014,8.910601186841177,2.0,2.0,1.0
r102C10,2,5,all,4,sweep,1000531.2471404783,231.24714047836397,0.0,3.0,2.0,1.0
r102C10,2,5,all,4,nearest,2000400.608969128,200.60896912799546,0.0,2.0,1.0,2.0
r102C10,2,5,all,4,grasp,396.4870835361726,196.48708353617255,0.0,2.0,2.0,0.0
r102C10,3,8,phased,4,edd,2002560.368518441,341.8275253512455,191.85409930897097,3.0,2.0,2.0
r102C10,3,8,phased,4,sweep,1001638.7879297447,324.6939315302492,91.40939982143925,4.0,3.0,1.0
r102C10,3,8,phased,4,nearest,1003949.4420629046,297.7741234507601,335.1667939453889,3.0,2.0,1.0
r102C10,3,8,phased,4,grasp,951.7974819999345,358.26120120949224,29.353628079044228,3.0,4.0,0.0
r102C10,3,8,all,4,edd,2002560.368518441,341.8275253512455,191.85409930897097,3.0,2.0,2.0
r102C10,3,8,all,4,sweep,1001638.7879297447,324.6939315302492,91.40939982143925,4.0,3.0,1.0
r102C10,3,8,all,4,nearest,1003949.4420629046,297.7741234507601,335.1667939453889,3.0,2.0,1.0
r102C10,3,8,all,4,grasp,1029.3587183152124,346.7164256563584,38.264229265885405,3.0,4.0,0.0
r102C10,4,10,phased,4,edd,3001413.2868929165,398.0483465633879,61.52385463531331,4.0,2.0,3.0
r102C10,4,10,phased,4,sweep,2003443.8163223353,354.57859416111296,258.9237728174213,5.0,2.0,2.0
r102C10,4,10,phased,4,nearest,1003741.0296454016,339.90519108209475,300.11244543195676,4.0,3.0,1.0
r102C10,4,10,phased,4,grasp,2482.4321361673647,371.31852903910107,171.11136071282635,4.0,4.0,0.0
r102C10,4,10,all,4,edd,3001413.2868929165,398.0483465633879,61.52385463531331,4.0,2.0,3.0
r102C10,4,10,all,4,sweep,2003443.8163223353,354.57859416111296,258.9237728174213,5.0,2.0,2.0
r102C10,4,10,all,4,nearest,1003741.0296454016,339.90519108209475,300.11244543195676,4.0,3.0,1.0
r102C10,4,10,all,4,grasp,2397.402071176459,375.3944759166069,162.20075952598518,4.0,4.0,0.0
rc108C15,1,4,phased,2,edd,1000495.0376695356,195.0376695356182,0.0,3.0,0.0,1.0
rc108C15,1,4,phased,2,sweep,2000372.6400078137,172.64000781377848,0.0,2.0,0.0,2.0
rc108C15,1,4,phased,2,nearest,1000420.9002321721,220.9002321720931,0.0,2.0,2.0,1.0
rc108C15,1,4,phased,2,grasp,1000420.9002321721,220.9002321720931,0.0,2.0,2.0,1.0
rc108C15,1,4,all,5,edd,1000495.0376695356,195.0376695356182,0.0,3.0,0.0,1.0
rc108C15,1,4,all,5,sweep,2000372.6400078137,172.64000781377848,0.0,2.0,0.0,2.0
rc108C15,1,4,all,5,nearest,1000420.9002321721,220.9002321720931,0.0,2.0,2.0,1.0
rc108C15,1,4,all,5,grasp,1000420.9002321721,220.9002321720931,0.0,2.0,2.0,1.0
rc108C15,2,8,phased,3,edd,4000801.1052795984,401.1052795985094,0.0,4.0,1.0,4.0
rc108C15,2,8,phased,3,sweep,3000767.5325874807,367.53258748094254,0.0,4.0,1.0,3.0
rc108C15,2,8,phased,3,nearest,3000824.6439693323,424.6439693324715,0.0,4.0,2.0,3.0
rc108C15,2,8,phased,3,grasp,1000788.9391900196,388.93919001967504,0.0,4.0,3.0,1.0
rc108C15,2,8,all,5,edd,2000805.5590354311,405.5590354311427,0.0,4.0,3.0,2.0
rc108C15,2,8,all,5,sweep,3000767.5325874807,367.53258748094254,0.0,4.0,1.0,3.0
rc108C15,2,8,all,5,nearest,2000824.6592814492,424.6592814492193,0.0,4.0,3.0,2.0
rc108C15,2,8,all,5,grasp,1000772.3545633081,372.3545633081202,0.0,4.0,3.0,1.0
rc108C15,3,12,phased,4,edd,11001252.509386787,752.509386786316,0.0,5.0,0.0,11.0
rc108C15,3,12,phased,4,sweep,5001145.582362016,545.5823620158322,0.0,6.0,2.0,5.0
rc108C15,3,12,phased,4,nearest,4001215.968125091,615.968125090796,0.0,6.0,3.0,4.0
rc108C15,3,12,phased,4,grasp,2001244.3864913317,644.3864913318512,0.0,6.0,6.0,2.0
rc108C15,3,12,all,5,edd,9001256.963142619,756.9631426189493,0.0,5.0,2.0,9.0
rc108C15,3,12,all,5,sweep,5001145.582362016,545.5823620158322,0.0,6.0,2.0,5.0
rc108C15,3,12,all,5,nearest,3001215.9834372075,615.9834372075438,0.0,6.0,4.0,3.0
rc108C15,3,12,all,5,grasp,2001199.3417029032,619.3834241539331,7.99582787491812,5.0,6.0,2.0
rc108C15,4,15,phased,5,edd,7001796.969395723,983.6607530735721,11.330864264918915,7.0,5.0,7.0
rc108C15,4,15,phased,5,sweep,5001356.134824177,578.6059635341948,17.752886064325367,6.0,2.0,5.0
rc108C15,4,15,phased,5,nearest,6001376.787201712,776.7872017116412,0.0,6.0,4.0,6.0
rc108C15,4,15,phased,5,grasp,2001326.8489972716,726.8489972716327,0.0,6.0,7.0,2.0
rc108C15,4,15,all,5,edd,7001796.969395723,983.6607530735721,11.330864264918915,7.0,5.0,7.0
rc108C15,4,15,all,5,sweep,5001356.134824177,578.6059635341948,17.752886064325367,6.0,2.0,5.0
rc108C15,4,15,all,5,nearest,6001376.787201712,776.7872017116412,0.0,6.0,4.0,6.0
rc108C15,4,15,all,5,grasp,1001285.3881227367,685.3881227366967,0.0,6.0,7.0,1.0
