station_policy,runs,objective_mean,distance_mean,tardiness_mean,routes_mean,recharges_mean,infeasible_legs_mean,runtime_seconds_mean
all,3312,762137.6374463995,1252.2654034591026,427.00036854525223,14.82518115942029,7.757548309178744,0.7551328502415459,3.189643225060395
depot,3312,7423220.460125777,1249.154342729283,411.6021966622789,14.905495169082126,1.0694444444444444,7.416364734299517,1.5376539076387439
phased,3312,779700.6412580621,1253.9084665267278,431.8713467863816,14.830917874396135,7.733997584541063,0.7726449275362319,3.1278975166062044
