instance,period,customers,station_policy,active_stations,algorithm,runtime_seconds,objective,distance,tardiness,routes,recharges,infeasible_legs
c101_21,1,25,depot,1,edd,1.6099998902063817e-05,3001904.9364650496,904.9364650496559,0.0,10.0,0.0,3.0
c101_21,1,25,depot,1,sweep,8.800001523923129e-06,14112.823635793544,720.010014316152,1239.2813621477392,10.0,0.0,0.0
c101_21,1,25,depot,1,nearest,8.959999831859022e-05,26988.344295122326,639.6281737158907,2544.8716121406437,9.0,0.0,0.0
c101_21,1,25,depot,1,grasp,0.01126279999880353,10643.215583572035,656.5965456751273,908.6619037896908,9.0,0.0,0.0
c101_21,1,25,depot,1,mp_eavns,0.18211949999749777,1536.2237760896317,636.2237760896317,0.0,9.0,0.0,0.0
c101_21,1,25,phased,6,edd,1.2600001355167478e-05,1914.9625788977585,914.9625788977585,0.0,10.0,3.0,0.0
c101_21,1,25,phased,6,sweep,1.2600001355167478e-05,14112.823635793544,720.010014316152,1239.2813621477392,10.0,0.0,0.0
c101_21,1,25,phased,6,nearest,8.250000246334821e-05,26988.344295122326,639.6281737158907,2544.8716121406437,9.0,0.0,0.0
c101_21,1,25,phased,6,grasp,0.01281800000288058,7942.4776901116875,681.1899123019102,636.1287777809778,9.0,0.0,0.0
c101_21,1,25,phased,6,mp_eavns,0.1662612000000081,1517.1641033849778,617.1641033849779,0.0,9.0,0.0,0.0
c101_21,1,25,all,21,edd,1.2299999070819467e-05,1914.9625788977585,914.9625788977585,0.0,10.0,3.0,0.0
c101_21,1,25,all,21,sweep,9.2999980552122e-06,14112.823635793544,720.010014316152,1239.2813621477392,10.0,0.0,0.0
c101_21,1,25,all,21,nearest,7.929999992484227e-05,26988.344295122326,639.6281737158907,2544.8716121406437,9.0,0.0,0.0
c101_21,1,25,all,21,grasp,0.01419720000194502,13733.560279274185,726.6623145338946,1210.689796474029,9.0,2.0,0.0
c101_21,1,25,all,21,mp_eavns,0.19845619999978226,1517.1641033849778,617.1641033849779,0.0,9.0,0.0,0.0
c101_21,2,50,depot,1,edd,1.4400000509340316e-05,14005874.02853226,2399.4391323150553,137.4589399943622,21.0,3.0,14.0
c101_21,2,50,depot,1,sweep,1.1399999493733048e-05,5034271.798158692,1655.4821581307888,3041.631600056157,22.0,0.0,5.0
c101_21,2,50,depot,1,nearest,0.00021550000019487925,6063025.761222937,1623.199542517983,5950.256168041871,19.0,1.0,6.0
c101_21,2,50,depot,1,grasp,0.06662229999710689,5035113.175284936,1570.3390594295556,3164.28362255061,19.0,0.0,5.0
c101_21,2,50,depot,1,mp_eavns,1.3247733000025619,3003292.0535689564,1392.0535689564344,0.0,19.0,0.0,3.0
c101_21,2,50,phased,11,edd,2.1299998479662463e-05,1008040.946899873,2400.0348183769197,354.0912081496091,21.0,13.0,1.0
c101_21,2,50,phased,11,sweep,1.5199999324977398e-05,34285.42408481063,1669.1080842490637,3041.631600056157,22.0,5.0,0.0
c101_21,2,50,phased,11,nearest,0.00023249999867402948,1062990.8750226402,1588.3133422214848,5950.256168041871,19.0,5.0,1.0
c101_21,2,50,phased,11,grasp,0.1412462999978743,27809.809797935595,1601.7333099579496,2430.8076487977646,19.0,6.0,0.0
c101_21,2,50,phased,11,mp_eavns,1.8878559000004316,3347.1101296661764,1447.1101296661764,0.0,19.0,4.0,0.0
