instance,period,customers,station_policy,active_stations,algorithm,objective,distance,tardiness,routes,recharges,infeasible_legs
r102C10,3,8,phased,4,nearest,1003711.3840976604,291.76725097119345,311.96168466892675,3.0,0.0,1.0
r102C10,3,8,phased,4,grasp,1058.5110679638606,316.4205588524883,44.20905091113724,3.0,1.0,0.0
r102C10,3,8,all,4,edd,2151.794422649083,335.41103651126684,151.63833861378163,3.0,2.0,0.0
r102C10,3,8,all,4,sweep,1624.589656212766,310.4956579983733,91.40939982143925,4.0,0.0,0.0
r102C10,3,8,all,4,nearest,1003711.3840976604,291.76725097119345,311.96168466892675,3.0,0.0,1.0
r102C10,3,8,all,4,grasp,974.0121081400525,306.49159886005583,36.752050927999676,3.0,1.0,0.0
r102C10,4,10,phased,4,edd,2363.6768146673835,384.6819288185477,157.89948858488358,4.0,1.0,0.0
r102C10,4,10,phased,4,sweep,3443.150600065361,353.91287189114803,258.9237728174213,5.0,0.0,0.0
r102C10,4,10,phased,4,nearest,1003502.306025964,333.23266440897413,276.9073361554946,4.0,0.0,1.0
r102C10,4,10,phased,4,grasp,1461.8444557067414,414.22418095834485,64.76202747483964,4.0,2.0,0.0
r102C10,4,10,all,4,edd,2363.6768146673835,384.6819288185477,157.89948858488358,4.0,1.0,0.0
r102C10,4,10,all,4,sweep,3443.150600065361,353.91287189114803,258.9237728174213,5.0,0.0,0.0
r102C10,4,10,all,4,nearest,1003502.306025964,333.23266440897413,276.9073361554946,4.0,0.0,1.0
r102C10,4,10,all,4,grasp,951.9686281159284,356.99949348959643,19.496913462633188,4.0,1.0,0.0
rc108C15,1,4,phased,2,edd,495.0376695356182,195.0376695356182,0.0,3.0,0.0,0.0
rc108C15,1,4,phased,2,sweep,372.6400078137785,172.64000781377848,0.0,2.0,0.0,0.0
rc108C15,1,4,phased,2,nearest,410.33181580466504,210.33181580466504,0.0,2.0,1.0,0.0
rc108C15,1,4,phased,2,grasp,372.6400078137784,172.64000781377845,0.0,2.0,0.0,0.0
rc108C15,1,4,all,5,edd,495.0376695356182,195.0376695356182,0.0,3.0,0.0,0.0
rc108C15,1,4,all,5,sweep,372.6400078137785,172.64000781377848,0.0,2.0,0.0,0.0
rc108C15,1,4,all,5,nearest,410.33181580466504,210.33181580466504,0.0,2.0,1.0,0.0
rc108C15,1,4,all,5,grasp,372.6400078137784,172.64000781377845,0.0,2.0,0.0,0.0
rc108C15,2,8,phased,3,edd,1000794.5665126209,394.5665126208586,0.0,4.0,0.0,1.0
rc108C15,2,8,phased,3,sweep,783.8828502032184,383.88285020321837,0.0,4.0,1.0,0.0
rc108C15,2,8,phased,3,nearest,844.4179770167668,437.02831226330886,0.7389664753457907,4.0,1.0,0.0
rc108C15,2,8,phased,3,grasp,771.7851578850425,371.78515788504257,0.0,4.0,1.0,0.0
rc108C15,2,8,all,5,edd,1000794.5665126209,394.5665126208586,0.0,4.0,0.0,1.0
rc108C15,2,8,all,5,sweep,767.2982234916635,367.2982234916636,0.0,4.0,1.0,0.0
rc108C15,2,8,all,5,nearest,844.4179770167668,437.02831226330886,0.7389664753457907,4.0,1.0,0.0
rc108C15,2,8,all,5,grasp,759.1085552143657,359.1085552143656,0.0,4.0,1.0,0.0
rc108C15,3,12,phased,4,edd,1002366.5219649149,786.3593650554725,108.01625998594412,5.0,5.0,1.0
rc108C15,3,12,phased,4,sweep,1163.4099490577914,563.4099490577916,0.0,6.0,1.0,0.0
rc108C15,3,12,phased,4,nearest,1243.3560782682107,635.9664135147528,0.7389664753457907,6.0,2.0,0.0
rc108C15,3,12,phased,4,grasp,1221.18583912932,621.18583912932,0.0,6.0,2.0,0.0
rc108C15,3,12,all,5,edd,1002366.5219649149,786.3593650554725,108.01625998594412,5.0,5.0,1.0
rc108C15,3,12,all,5,sweep,1137.2556690814638,537.2556690814638,0.0,6.0,1.0,0.0
rc108C15,3,12,all,5,nearest,1243.3560782682107,635.9664135147528,0.7389664753457907,6.0,2.0,0.0
rc108C15,3,12,all,5,grasp,1081.8626900153854,574.4730252619275,0.7389664753457907,5.0,2.0,0.0
rc108C15,4,15,phased,5,edd,1002612.8867219085,979.3997868905275,93.34869350179684,7.0,5.0,1.0
rc108C15,4,15,phased,5,sweep,1152.4280440859525,552.4280440859525,0.0,6.0,1.0,0.0
rc108C15,4,15,phased,5,nearest,1595.3095362378976,768.4935256916214,22.681601054627635,6.0,5.0,0.0
rc108C15,4,15,phased,5,grasp,1351.752747441369,751.7527474413689,0.0,6.0,4.0,0.0
rc108C15,4,15,all,5,edd,1002612.8867219085,979.3997868905275,93.34869350179684,7.0,5.0,1.0
rc108C15,4,15,all,5,sweep,1152.4280440859525,552.4280440859525,0.0,6.0,1.0,0.0
rc108C15,4,15,all,5,nearest,1595.3095362378976,768.4935256916214,22.681601054627635,6.0,5.0,0.0
rc108C15,4,15,all,5,grasp,1342.8221846765261,742.8221846765261,0.0,6.0,4.0,0.0
